,ud_word,ud_word_level,ud_word_pos
4413,atop,C1,adposition
4414,attacker,A1,noun
4415,attendant,A1,noun
4416,attic,B2,noun
4417,au_pair,A2,noun
4418,auction,C1,verb
4419,auction_site,B1,noun
4420,auction_website,B1,noun
4421,auntie,C1,noun
4422,australia,B1,noun
4423,australian,B1,adjective
4424,austrian,B2,adjective
4425,authenticate,C1,verb
4426,authentication,C1,noun
4427,autobiography,C1,noun
4428,autograph,A1,noun
4429,automatic,B2,noun
4430,automotive,C1,adjective
4431,autumn_color,A1,noun
4432,avert,C1,verb
4433,avidly,B2,adverb
4434,avocado,B1,noun
4435,avoidance,C1,noun
4436,awake,B2,verb
4437,awaken,B1,verb
4438,awakening,B2,noun
4439,away,B2,particle
4440,awfully,B2,adverb
4441,awkwardly,C1,adverb
4442,ax,B2,noun
4443,axe,B2,noun
4444,ay,B1,interjection
4445,b,A1,noun
4446,ba,C1,noun
4447,babies,C1,noun
4448,baby,C1,verb
4449,baby-cinema,C1,noun
4450,baby-massage,C1,noun
4451,baby_bottle,C1,noun
4452,baby_boy,C1,noun
4453,baby_cat,C1,noun
4454,baby_doll,C1,noun
4455,baby_food,C1,noun
4456,baby_girl,B2,noun
4457,baby_industry,C1,noun
4458,baby_otter,A2,noun
4459,baby_sister,A2,noun
4460,baby_son,B2,noun
4461,bachelor,A1,noun
4462,bachelorette,B2,noun
4463,back,A1,particle
4464,back_foot,A2,noun
4465,back_garden,A2,noun
4466,back_leg,A1,noun
4467,back_pain,A2,noun
4468,back_room,A2,noun
4469,back_seat,A2,noun
4470,back_up,C1,verb
4471,back_wall,A2,noun
4472,background_noise,C1,noun
4473,backless,B1,adjective
4474,backpack,A2,verb
4475,backpacker_hostel,B1,noun
4476,backside,B2,noun
4477,backstage,B2,noun
4478,backward,B2,adverb
4479,backwards,C1,adjective
4480,backwater,C1,noun
4481,backyard_barbecue,B2,noun
4482,bad-looking,C1,adjective
4483,badger,C1,verb
4484,badminton_court,B2,noun
4485,badmouth,B2,verb
4486,baffle,B2,verb
4487,bag,B2,verb
4488,bagful,C1,noun
4489,baggy,A2,adjective
4490,bagless,C1,adjective
4491,bagpipe,A2,noun
4492,bagpipe_music,A2,noun
4493,baking_tray,B1,noun
4494,balance_out,C1,verb
4495,balcony_door,B1,noun
4496,ballroom,A2,noun
4497,ballroom_dancer,B1,noun
4498,ballroom_door,A2,noun
4499,bam,C1,noun
4500,bamboo,B1,noun
4501,bandage,C1,verb
4502,bandaged,C1,adjective
4503,bandwaggon,C1,noun
4504,bandwagon,C1,noun
4505,bangladeshi,B1,adjective
4506,bank_account,B1,noun
4507,bank_detail,B2,noun
4508,bank_machine,B1,noun
4509,bank_manager,A2,noun
4510,bank_note,B1,noun
4511,bank_rate,B1,noun
4512,bank_robber,B1,noun
4513,banknote,B2,noun
4514,baptism,A2,noun
4515,baptize,A2,verb
4516,bar_area,A1,noun
4517,bar_code,A2,noun
4518,barbeque,A2,noun
4519,barcode,B2,noun
4520,barefoot,B1,adverb
4521,bargaining,B1,noun
4522,barge,C1,noun
4523,barking,A2,noun
4524,barn_door,A2,noun
4525,barracks,C1,noun
4526,barrage,B2,noun
4527,barricade,C1,noun
4528,barroom,C1,noun
4529,basal,B1,adjective
4530,baseball_game,A1,noun
4531,baseball_shirt,A2,noun
4532,basics,C1,noun
4533,basil,B1,noun
4534,bask,C1,verb
4535,basketball_court,B2,noun
4536,bass,B2,noun
4537,bass_guitar,A1,noun
4538,bastard,C1,noun
4539,bath_house,C1,noun
4540,bath_oil,B1,noun
4541,bathing_beach,C1,noun
4542,bathing_suit,A2,noun
4543,bathroom_door,A2,noun
4544,bathroom_floor,A2,noun
4545,bathroom_window,B2,noun
4546,bathtub,A2,noun
4547,bathtubfuls,B2,noun
4548,baton,B2,noun
4549,battery_technology,C1,noun
4550,battlefront,C1,noun
4551,bbc1,B1,noun
4552,beach_chair,A2,noun
4553,beach_house,B1,noun
4554,beach_town,B1,noun
4555,beach_trip,B2,noun
4556,beach_umbrella,A2,noun
4557,beam,C1,verb
4558,beam_antenna,C1,noun
4559,bean_salad,C1,noun
4560,bear-man,A2,noun
4561,bear-woman,A2,noun
4562,bear_logo,C1,noun
4563,bear_observation,A2,noun
4564,beat_out,C1,verb
4565,beating,C1,noun
4566,beautiful,A1,verb
4567,beauty_product,B2,noun
4568,because,A1,adposition
4569,bed_cover,B1,noun
4570,bed_rail,C1,noun
4571,bedcloth,C1,noun
4572,bedcover,C1,noun
4573,bedouin-style,A2,adjective
4574,bedridden,C1,adjective
4575,bedroom_ceiling,A2,noun
4576,bedroom_door,A1,noun
4577,bedroom_window,A2,noun
4578,bedside_alarm,C1,noun
4579,bedside_table,A2,noun
4580,bedspread,B1,noun
4581,bedtime,B2,noun
4582,bee_colony,B2,noun
4583,bee_nutrition,B2,noun
4584,bee_population,B2,noun
4585,beef_consumption,C1,noun
4586,beehive,B2,noun
4587,beekeeper,B2,noun
4588,beekeeping,B1,noun
4589,beekeeping_service,B2,noun
4590,beep,A2,noun
4591,beep,A2,verb
4592,beetle,B1,noun
4593,befit,C1,verb
4594,before,A1,adposition
4595,befriend,B2,verb
4596,beggar,B2,noun
4597,begging,C1,noun
4598,behavior,B1,noun
4599,behind,A1,adposition
4600,beholden,C1,adjective
4601,beige,A2,adjective
4602,beige-coloured,A2,adjective
4603,belgian,B2,adjective
4604,believable,A2,adjective
4605,believer,B2,noun
4606,belonging,B1,noun
4607,below,A1,adposition
4608,ben,B1,noun
4609,beneath,B2,adposition
4610,benzene,B2,noun
4611,bergamot,C1,noun
4612,beside,A1,adposition
4613,besides,B2,adposition
4614,best,A2,noun
4615,best-seller,B1,noun
4616,beta,C1,noun
4617,better-quality_thing,C1,noun
4618,betting,A1,noun
4619,betting-book,A1,noun
4620,between,A1,adposition
4621,beverage,C1,noun
4622,beyond,B1,adposition
4623,bicentenary,C1,noun
4624,bicycle_business,B2,noun
4625,bicycle_mechanic,B1,noun
4626,bicycle_rental_business,B2,noun
4627,bicycle_repair,B1,noun
4628,bicycle_shop,C1,noun
4629,bicycle_upkeep,B1,noun
4630,bidder,B1,noun
4631,big,A2,adverb
4632,big-box_store,C1,noun
4633,big-budget_film,B2,noun
4634,big-game_photographer,C1,noun
4635,biggest-selling,C1,adjective
4636,bike,A1,verb
4637,bike_ride,A2,noun
4638,bike_track,C1,noun
4639,biking,B2,noun
4640,billboard,B2,noun
4641,billing,C1,noun
4642,billionaire,B2,noun
4643,billions,B2,noun
4644,bindi,A2,noun
4645,binding,C1,noun
4646,binoculars,B2,noun
4647,biodegradable,B2,adjective
4648,biofuel,C1,noun
4649,biographer,B2,noun
4650,biologists,A2,noun
4651,biology_student,A2,noun
4652,biomass_industry,C1,noun
4653,biomedical,C1,adjective
4654,biomimicry,C1,noun
4655,biotech_company,B2,noun
4656,bird_cage,A2,noun
4657,bird_dog,C1,noun
4658,bird_life,A2,noun
4659,bird_song,C1,noun
4660,birdwatching,A2,noun
4661,bird’s-eye_view,C1,noun
4662,birth_certificate,B2,noun
4663,birth_date,B2,noun
4664,birth_order,A2,noun
4665,birth_parent,B1,noun
4666,birth_rate,C1,noun
4667,birthdate,C1,noun
4668,birthday_cake,B1,noun
4669,birthday_candle,C1,noun
4670,birthday_card,A2,noun
4671,birthday_celebration,B1,noun
4672,birthday_concert,A2,noun
4673,birthday_dinner,A2,noun
4674,birthday_food,B1,noun
4675,birthday_gift,B2,noun
4676,birthday_par,B2,noun
4677,birthday_party,A2,noun
4678,birthday_person,B1,noun
4679,birthday_speech,C1,noun
4680,birthday_tradition,B1,noun
4681,birthmark,B1,noun
4682,biscuit_jar,B1,noun
4683,bitten,C1,adjective
4684,bitterness,B1,noun
4685,black,C1,verb
4686,black-haired,B2,adjective
4687,black_market,C1,noun
4688,blackcurrants,A2,noun
4689,blacken,B2,verb
4690,blackness,B2,noun
4691,blackout,C1,noun
4692,blacksmith,A2,noun
4693,blacksmith_shop,C1,noun
4694,blankly,B2,adverb
4695,blasphemous,C1,adjective
4696,blazer,A2,noun
4697,bleach,A2,verb
4698,bleary,B2,adjective
4699,bleeding,B2,noun
4700,bleeding,C1,adjective
4701,blind,C1,noun
4702,blind,B2,verb
4703,blindfold,B1,verb
4704,block_letter,C1,noun
4705,blond,A2,adjective
4706,blonde,C1,noun
4707,blood_heat,C1,noun
4708,blood_pressure,B2,noun
4709,bloodshot,B2,adjective
4710,bloodstained,C1,adjective
4711,blot,C1,verb
4712,blotter,C1,noun
4713,blotting_paper,B2,noun
4714,blouse,A1,noun
4715,blow_out,A2,verb
4716,blow_up,C1,verb
4717,blue-eyed,B2,adjective
4718,blue-faced,B1,adjective
4719,blue-white,B1,adjective
4720,blueberry,B2,noun
4721,blues,A2,noun
4722,blues_singer,B2,noun
4723,blunder,B1,noun
4724,bluntly,C1,adverb
4725,blurred,A2,adjective
4726,blurt,B2,verb
4727,bly7458/00578,B2,noun
4728,boa,B1,noun
4729,board_game,A2,noun
4730,board_up,B2,verb
4731,boarding_school,B1,noun
4732,boat_ride,A2,noun
4733,boat_tour,A1,noun
4734,boat_trip,A1,noun
4735,boating_holiday,B1,noun
4736,boating_trip,B1,noun
4737,boatman,A2,noun
4738,bodily,B2,adjective
4739,body_cream,B2,noun
4740,body_cue,B2,noun
4741,body_energy,B1,noun
4742,body_image,C1,noun
4743,body_language,B1,noun
4744,body_part,C1,noun
4745,body_sugar,C1,noun
4746,body_system,C1,noun
4747,body_temperature,C1,noun
4748,body_weight,C1,noun
4749,bodywork,C1,noun
4750,boil_up,C1,verb
4751,bomb_squad,C1,noun
4752,bombard,C1,verb
4753,bombing_raid,C1,noun
4754,bombshell,B1,noun
4755,bon,B1,noun
4756,bond,B2,verb
4757,bone_structure,C1,noun
4758,bonfire,A2,noun
4759,bonsai_tree,A1,noun
4760,book-keeping,B1,noun
4761,book_collector,B1,noun
4762,book_sale,A1,noun
4763,book_trolley,B2,noun
4764,bookseller,A2,noun
4765,bookworm,A2,noun
4766,boom,C1,verb
4767,boor,B2,noun
4768,boot-cut,B1,noun
4769,booty,C1,noun
4770,border,B1,verb
4771,border_area,C1,noun
4772,border_town,C1,noun
4773,bored-looking,B2,adjective
4774,borrower,B1,noun
4775,bosnian,B2,adjective
4776,botanic,B1,adjective
4777,both,A2,adjective
4778,both,A1,conjunction
4779,bottle-maker,B2,noun
4780,bottle_shop,B1,noun
4781,bottled,B1,adjective
4782,bottling,C1,noun
4783,bottom,B1,verb
4784,bottom-up,B1,adjective
4785,boulder,B2,noun
4786,bound,C1,verb
4787,boutique,A1,noun
4788,bowling,A1,noun
4789,box,B1,verb
4790,box_jellyfish,C1,noun
4791,box_key,C1,noun
4792,box_office,A1,noun
4793,boxcar,C1,noun
4794,boxer_short,B2,noun
4795,boxing_match,B1,noun
4796,boy,B2,interjection
4797,boycott,C1,noun
4798,boyhood_friend,C1,noun
4799,boyish,B2,adjective
4800,brace,A2,noun
4801,braid,A2,noun
4802,brain_disorder,C1,noun
4803,brain_fever,C1,noun
4804,brain_function,C1,noun
4805,brain_matter,C1,noun
4806,brain_model,B2,noun
4807,brain_power,A2,noun
4808,brainless,B2,adjective
4809,brains,B2,noun
4810,brainstorm,B1,verb
4811,brand,C1,verb
4812,brand_identity,C1,noun
4813,brand_image,C1,noun
4814,brand_name,B2,noun
4815,brand_packaging,B2,noun
4816,brand_power,B2,noun
4817,brand_proposition,C1,noun
4818,brand_tribe,C1,noun
4819,brand_value,C1,noun
4820,branding,C1,noun
4821,brandy,A1,noun
4822,brash,B2,adjective
4823,brave,C1,verb
4824,brazilian,B1,adjective
4825,breach,C1,verb
4826,breach,B2,noun
4827,bread_roll,A2,noun
4828,break_down,A2,verb
4829,break_off,B2,verb
4830,break_out,B1,verb
4831,break_up,B1,verb
4832,breakfast_buffet,A1,noun
4833,breakfast_table,A1,noun
4834,breakfast_time,A1,noun
4835,breaking_news,C1,noun
4836,breaking_point,C1,noun
4837,breastfeeding,C1,noun
4838,breather,C1,noun
4839,breathing,A2,noun
4840,breathing_spell,C1,noun
4841,breathlessly,B2,adverb
4842,breeding_ground,C1,noun
4843,brew,C1,verb
4844,brick-field,B1,noun
4845,brick_building,C1,noun
4846,brick_house,C1,noun
4847,brick_wall,C1,noun
4848,brickmaker,B1,noun
4849,brickmakers,B1,noun
4850,bridesmaid,B1,noun
4851,bridge_pier,C1,noun
4852,briefcase,A2,noun
4853,briefing,B2,noun
4854,bright-coloured,A2,adjective
4855,bright-eyed,B2,adjective
4856,bright-red,C1,adjective
4857,brighten,B1,verb
4858,brighten_up,B2,verb
4859,brightly-coloured,B1,adjective
4860,brightness,B1,noun
4861,brill,B2,interjection
4862,brilliance,B2,noun
4863,brim,A1,noun
4864,bring_out,B2,verb
4865,bring_up,B1,verb
4866,briskly,B2,adverb
4867,british,A1,adjective
4868,broad-shouldered,C1,adjective
4869,broadband_user,C1,noun
4870,broadcast_standard,C1,noun
4871,broken-hearted,B2,adjective
4872,bronze_statue,B2,noun
4873,broom,B1,noun
4874,broth,B1,noun
4875,brothers,A1,verb
4876,brown-haired,B2,adjective
4877,brownfield,B2,noun
4878,brownish-red,B2,adjective
4879,bruised,C1,adjective
4880,bruising,B2,noun
4881,bruschetta,B1,noun
4882,brushstroke,C1,noun
4883,brushstroke_pattern,C1,noun
4884,bubble_bath,A1,noun
4885,bubble_house,A2,noun
4886,buddhist,C1,adjective
4887,budget_cut,B2,noun
4888,buggy,B2,noun
4889,build_up,B2,verb
4890,building_activity,B2,noun
4891,building_brand,C1,noun
4892,building_company,B2,noun
4893,building_machine,B2,noun
4894,building_material,A2,noun
4895,building_site,C1,noun
4896,bulldog,B1,noun
4897,bullet_hole,B2,noun
4898,bullet_wound,B2,noun
4899,bulleted,C1,adjective
4900,bulletin_board,B1,noun
4901,bully,A2,noun
4902,bullying,B1,noun
4903,bumpy,B2,adjective
4904,bunny,B2,noun
4905,burial_ground,B1,noun
4906,burial_place,B1,noun
4907,burial_service,B1,noun
4908,burn_out,B2,verb
4909,burn_up,C1,verb
4910,burning,B2,noun
4911,burnt,B1,adjective
4912,burrito,B1,noun
4913,burrow,C1,noun
4914,bus_company,A2,noun
4915,bus_company_office,A2,noun
4916,bus_driver,A2,noun
4917,bus_office,A2,noun
4918,bus_operator,B1,noun
4919,bus_park,B1,noun
4920,bus_people,B2,noun
4921,bus_route,A2,noun
4922,bus_service,B1,noun
4923,bus_shelter,B1,noun
4924,bus_station,A1,noun
4925,bus_stop,B2,noun
4926,bus_ticket,B2,noun
4927,bus_tour,A1,noun
4928,busily,B2,adverb
4929,business_address,C1,noun
4930,business_affair,B2,noun
4931,business_agent,B2,noun
4932,business_book,C1,noun
4933,business_card,B1,noun
4934,business_college,B1,noun
4935,business_contact,C1,noun
4936,business_deal,B2,noun
4937,business_decision,B2,noun
4938,business_district,B2,noun
4939,business_facility,B1,noun
4940,business_hotel,B1,noun
4941,business_idea,A1,noun
4942,business_insight,B2,noun
4943,business_language,B1,noun
4944,business_letter,B2,noun
4945,business_management,B2,noun
4946,business_matter,B2,noun
4947,business_method,B2,noun
4948,business_model,B2,noun
4949,business_owner,C1,noun
4950,business_partner,A2,noun
4951,business_people,A2,noun
4952,business_problem,A2,noun
4953,business_purpose,B2,noun
4954,business_school,A1,noun
4955,business_sense,C1,noun
4956,business_setting,B1,noun
4957,business_side,A2,noun
4958,business_situation,B2,noun
4959,business_strategist,B2,noun
4960,business_style,B2,noun
4961,business_success,B2,noun
4962,business_time,C1,noun
4963,business_trip,A1,noun
4964,businesslike,B2,adjective
4965,businesspeople,B2,noun
4966,busking,C1,noun
4967,but,A2,adposition
4968,but,B2,noun
4969,but,B2,particle
4970,butler,C1,noun
4971,button,C1,verb
4972,buy,A1,noun
4973,buycott,C1,verb
4974,by,A1,adposition
4975,by,A2,adverb
4976,bye,A1,interjection
4977,byline,B1,noun
4978,c,A1,noun
4979,c'mon,B1,interjection
4980,c_l8r,A2,noun
4981,cab_driver,A1,noun
4982,cab_licence,B1,noun
4983,cab_light,B1,noun
4984,cabaret,B2,noun
4985,cabin_door,B2,noun
4986,cable_tv,A1,noun
4987,cable_tv_connection,B2,noun
4988,cable_tv_service,B2,noun
4989,cactus,A2,noun
4990,cafe,A1,noun
4991,caffeine,B2,noun
4992,café,A1,noun
4993,cage_door,A2,noun
4994,caged,B2,adjective
4995,calculus,B1,noun
4996,californian,B2,adjective
4997,call_center,B1,noun
4998,call_in,C1,verb
4999,call_out,A1,verb
5000,call_up,B1,verb
5001,calling,B2,noun
5002,calm,A1,verb
5003,calm,B1,noun
5004,calming,B1,adjective
5005,calming,C1,noun
5006,calve,C1,verb
5007,cam,B1,noun
5008,cam_phone,B1,noun
5009,cambodian,B1,adjective
5010,camel_race,C1,noun
5011,camera_crew,B2,noun
5012,camera_operator,B2,noun
5013,camera_surveillance_operation,C1,noun
5014,camp_cellar,C1,noun
5015,camp_child,C1,noun
5016,camp_kitchen,C1,noun
5017,camp_prisoner,C1,noun
5018,camp_workshop,C1,noun
5019,campaigning,B2,noun
5020,camper,B1,noun
5021,campfire,A2,noun
5022,can,B1,verb
5023,can't,C1,verb
5024,canadian,A2,adjective
5025,cancellation,B2,noun
5026,candidacy,C1,noun
5027,candleholder,B2,noun
5028,candlelight,C1,noun
5029,candlestick,C1,noun
5030,candy_bar,C1,noun
5031,cannon,A2,noun
5032,canoeing,A2,noun
5033,canopy,B2,noun
5034,canter,C1,verb
5035,cantonese,A2,noun
5036,canvas_trousers,B2,noun
5037,cape,B2,noun
5038,capital_city,A2,noun
5039,cappuccino,A1,noun
5040,captive,B1,adjective
5041,car_accident,A2,noun
5042,car_company,C1,noun
5043,car_engine,A2,noun
5044,car_enthusiast,B2,noun
5045,car_number,A2,noun
5046,car_park,A1,noun
5047,car_park_attendant,B1,noun
5048,car_racing,B2,noun
5049,car_repair,B1,noun
5050,car_salesman,A2,noun
5051,car_showroom,C1,noun
5052,car_stereo,B2,noun
5053,car_telephone,B2,noun
5054,car_window,A2,noun
5055,caramel,B2,noun
5056,carbohydrate,A2,noun
5057,carbon_dioxide,B2,noun
5058,carbon_emission,C1,noun
5059,carbon_footprint,B1,noun
5060,carbon_molecule,C1,noun
5061,carbon_peak,C1,noun
5062,carbuncle,A1,noun
5063,card_game,B2,noun
5064,card_holder,B1,noun
5065,card_trick,B1,noun
5066,cardboard-tortilla,C1,noun
5067,career_advisor,B2,noun
5068,career_change,B2,noun
5069,career_counselor,B2,noun
5070,career_folding_sweater,B2,noun
5071,career_move,B2,noun
5072,career_path,B2,noun
5073,caregiver,C1,noun
5074,cargo_pants,A2,noun
5075,caribbean,A1,adjective
5076,carload,C1,noun
5077,carnival_mask,B2,noun
5078,carnival_music,C1,noun
5079,carnival_tradition,C1,noun
5080,carpet,C1,verb
5081,carriage_window,A1,noun
5082,carrier_bag,B1,noun
5083,carrot_juice,B2,noun
5084,carry_out,B2,verb
5085,cart,A1,noun
5086,cartoony,C1,adjective
5087,case_study,B2,noun
5088,cash_box,C1,noun
5089,cash_drawer,B2,noun
5090,cash_machine,A2,noun
5091,cash_prize,C1,noun
5092,cashier,B2,noun
5093,cashless,B2,adjective
5094,cashmere_scarf,B1,noun
5095,cassette_tape,A2,noun
5096,castle_door,A2,noun
5097,castle_wall,A2,noun
5098,castor,B1,noun
5099,cat_spirit,B1,noun
5100,cat_thousands,A2,noun
5101,catalog,C1,verb
5102,cataract,B2,noun
5103,catch_up,B1,verb
5104,catching,C1,noun
5105,catchment_area,B2,noun
5106,categorisation,C1,noun
5107,categorize,C1,verb
5108,catering_college,A2,noun
5109,cathedral_clock,C1,noun
5110,catholic,A2,adjective
5111,catlike,B2,adjective
5112,cattle_farm,A2,noun
5113,cattle_train,C1,noun
5114,caught,C1,verb
5115,cause,A2,adposition
5116,cautiously,A2,adverb
5117,ccd,B2,noun
5118,cd,A1,noun
5119,ce,B2,noun
5120,ceasefire_agreement,C1,noun
5121,cede,C1,verb
5122,celeb,C1,noun
5123,celebrated,C1,adjective
5124,celebrity-manager,C1,noun
5125,celebrity_chef,B2,noun
5126,celebrity_culture,B2,noun
5127,celebrity_event,C1,noun
5128,celebrity_gossip,B2,noun
5129,celebrity_lookalike,B1,noun
5130,celebrity_magazine,B2,noun
5131,celebrity_manager,C1,noun
5132,celebrity_obsession,B2,noun
5133,celebrity_party,C1,noun
5134,celebrity_profile,B1,noun
5135,cell_bar,C1,noun
5136,cell_door,A2,noun
5137,cell_mate,C1,noun
5138,cell_phone,A1,noun
5139,cell_phone_number,C1,noun
5140,cell_phone_radiation,B2,noun
5141,cell_phone_user,B2,noun
5142,celtic,B2,adjective
5143,cement,C1,noun
5144,cement_factory,C1,noun
5145,cement_floor,C1,noun
5146,centaur,B1,noun
5147,center,A2,noun
5148,centimetre,A1,noun
5149,central-western,B2,adjective
5150,centralised,B2,adjective
5151,centralization,C1,noun
5152,centre,C1,verb
5153,centre,A1,noun
5154,centre_manager,B2,noun
5155,centre_table,B2,noun
5156,ceo,C1,noun
5157,ceramics,C1,noun
5158,ceremonial,B2,adjective
5159,chacacterful,B1,adjective
5160,chain,B2,verb
5161,chain_gang,C1,noun
5162,chain_restaurant,B2,noun
5163,chair_break,A2,noun
5164,chalet,A2,noun
5165,chalk,B1,noun
5166,chalk_board,B2,noun
5167,challenger,B1,noun
5168,champagne_glass,B2,noun
5169,champion_racer,C1,noun
5170,chance,B2,verb
5171,chancery,B1,noun
5172,chandelier,A2,noun
5173,changing,C1,adjective
5174,chap,B2,noun
5175,chaperone,B1,noun
5176,characterisation,B2,noun
5177,characterise,C1,verb
5178,characterization,B2,noun
5179,charity_donation_center,B1,noun
5180,charter_plane,C1,noun
5181,chat_room,B1,noun
5182,chatter,A2,verb
5183,chatterbot,C1,noun
5184,cheaply,A2,adverb
5185,check-in,A1,noun
5186,check-up,B2,noun
5187,check_forgery,C1,noun
5188,check_out,A1,verb
5189,checklist,B1,noun
5190,cheer_up,B2,verb
5191,cheese_snack,B2,noun
5192,cheeseburger,B1,noun
5193,chemically,C1,adverb
5194,chemistry_homework,B1,noun
5195,cherry_jam,B2,noun
5196,cherubic,B2,adjective
5197,chessboard,C1,noun
5198,chest_infection,C1,noun
5199,chewing_gum,B1,noun
5200,chic,C1,adjective
5201,chicken_dish,A1,noun
5202,chicken_farm,C1,noun
5203,chicken_nugget,B2,noun
5204,chicken_recipe,B1,noun
5205,chicken_seller,B2,noun
5206,chicken_soup,C1,noun
5207,chickpea,B1,noun
5208,child_abandonment,C1,noun
5209,child_care,B2,noun
5210,child_education_counsellor,B1,noun
5211,child_psychologist,B1,noun
5212,child_ticket,B1,noun
5213,child_visitor,C1,noun
5214,childbirth,A2,noun
5215,childhood_day,C1,noun
5216,childhood_event,C1,noun
5217,childhood_friend,B2,noun
5218,childhood_holiday,B1,noun
5219,childhood_memory,C1,noun
5220,childhoodbelief,B1,noun
5221,childishly,C1,adverb
5222,childless,B2,adjective
5223,childlike,B2,adjective
5224,children,A1,verb
5225,children’s-wear_business,B2,noun
5226,chili_pepper,B2,noun
5227,chilli,B1,noun
5228,chilli_sauce,B1,noun
5229,chilling,C1,adjective
5230,chimney_sweep,C1,noun
5231,chinese,A1,adjective
5232,chinese-american,A2,adjective
5233,chinese-language_edition,C1,noun
5234,chip,B2,verb
5235,chipboard_bedframe,B2,noun
5236,chirp,A2,verb
5237,chit-chat,B2,noun
5238,chitchat,B1,noun
5239,chocolate_bit,B2,noun
5240,chocolate_cake,B2,noun
5241,chocolate_croissant,A1,noun
5242,chocolate_shell,B2,noun
5243,chocolate_sprinkle,A1,noun
5244,choker,B2,noun
5245,cholesterol,A2,noun
5246,cholesterol_level,C1,noun
5247,cholesterol_reduction,C1,noun
5248,chop_up,B1,verb
5249,chopsticks,A2,noun
5250,chord,B2,noun
5251,chore,B1,noun
5252,christian,A2,adjective
5253,chrome,B2,noun
5254,chronicle,C1,verb
5255,church_bell,C1,noun
5256,church_choir,B1,noun
5257,church_roof,B2,noun
5258,church_service,B2,noun
5259,church_strike_midnight,B2,noun
5260,church_tower,B2,noun
5261,chutney,B1,noun
5262,cigar,A1,noun
5263,cigar_ash,A1,noun
5264,cigarette_box,B2,noun
5265,cigarette_case,B2,noun
5266,cigarette_lighter,B2,noun
5267,cigarette_packet,A2,noun
5268,cigarette_stub,B2,noun
5269,cinema_history,C1,noun
5270,cinema_palace,C1,noun
5271,cinema_seat,B2,noun
5272,circles,B2,verb
5273,circus_assistant,B2,noun
5274,citadel,C1,noun
5275,citizen-reporter,B1,noun
5276,citron,C1,noun
5277,city_airport,B1,noun
5278,city_authority,B2,noun
5279,city_block,A1,noun
5280,city_boy,B2,noun
5281,city_bus,B1,noun
5282,city_center,A1,noun
5283,city_centre,A1,noun
5284,city_clothes,C1,noun
5285,city_council,B2,noun
5286,city_council_inspector,B1,noun
5287,city_gate,B1,noun
5288,city_gentleman,B2,noun
5289,city_girl,B1,noun
5290,city_house,B1,noun
5291,city_life,B1,noun
5292,city_place,C1,noun
5293,city_tour,A1,noun
5294,civil-engineering_professor,B1,noun
5295,civil-liberty_group,B1,noun
5296,civilisation,B1,noun
5297,civility,B2,noun
5298,civilized,C1,adjective
5299,claim_number,A2,noun
5300,claimant,B2,noun
5301,clanking_machinery,C1,noun
5302,clapper_board,B2,noun
5303,clapper_loader,B2,noun
5304,clapping,C1,noun
5305,clarion,A1,noun
5306,class_photo,B2,noun
5307,class_size,B1,noun
5308,classified,B2,adjective
5309,classroom_language,A1,noun
5310,clatter,A2,verb
5311,clay,A2,noun
5312,clean-coloured,B2,adjective
5313,clean-minded,B2,adjective
5314,clean-shaven,A1,adjective
5315,clean_out,A2,verb
5316,clean_up,B1,verb
5317,cleaning,A2,noun
5318,cleaning_product,A2,noun
5319,cleaning_rota,B2,noun
5320,cleaning_woman,B2,noun
5321,cleanliness,B2,noun
5322,cleanup_area,B1,noun
5323,clear-thinking,C1,adjective
5324,clear_out,B1,verb
5325,clear_up,B2,verb
5326,clearing,B1,noun
5327,clenched,B1,adjective
5328,clever,C1,adverb
5329,cleverer,B2,verb
5330,cleverly,B2,adverb
5331,cliché,C1,noun
5332,clientele,C1,noun
5333,climate_change,B1,noun
5334,climate_model,C1,noun
5335,climate_researcher,C1,noun
5336,climatic,C1,adjective
5337,climatologist,B2,noun
5338,climb_up,A1,verb
5339,clip,C1,verb
5340,clique,C1,noun
5341,cloak_room,B2,noun
5342,cloakroom,B2,noun
5343,clog_up,C1,verb
5344,close,A1,adverb
5345,close-up,C1,noun
5346,close_down,B2,verb
5347,close_up,C1,verb
5348,closed_circuit_television,B2,noun
5349,closet,A1,noun
5350,closing,B2,verb
5351,closing_sequence,B1,noun
5352,closing_time,B1,noun
5353,cloth_factory,C1,noun
5354,clothe,C1,verb
5355,clothes,B1,adverb
5356,clothing_brand,B2,noun
5357,clothing_business,B2,noun
5358,clothing_company,B2,noun
5359,clothing_development_manager,B2,noun
5360,clothing_factory,B2,noun
5361,clothing_manufacturer,B2,noun
5362,clothing_organization,B2,noun
5363,clothing_store,B2,noun
5364,cloudless,C1,adjective
5365,clove,B1,noun
5366,clown_workshop,B2,noun
5367,club_president,B1,noun
5368,clubber,B1,noun
5369,clubm8,C1,noun
5370,clunky,B1,adjective
5371,clutter_question,B1,noun
5372,cluttered,B1,adjective
5373,cm,A2,noun
5374,co-educational,B1,adjective
5375,co-operate,B2,verb
5376,co-operation,C1,noun
5377,co-worker,A1,noun
5378,co2,C1,noun
5379,co2_emission,C1,noun
5380,co2_level,C1,noun
5381,coach_station,A2,noun
5382,coal_hammer,B2,noun
5383,coal_ship,B2,noun
5384,coast_road,A2,noun
5385,coat,B2,verb
5386,coat_peg,B1,noun
5387,coat_pocket,A2,noun
5388,cobble,A2,verb
